Title,Author,Updated,Link,Tag,Search,ID
CodeTF: One-stop Transformer Library for State-of-the-art Code LLM,Steven C. H. Hoi,2023-05-31,http://arxiv.org/pdf/2306.00029v1,cs.SE,Generative AI,2306.00029v1
"Seeing Seeds Beyond Weeds: Green Teaming Generative AI for Beneficial
  Uses",Haiyi Zhu,2023-05-30,http://arxiv.org/pdf/2306.03097v1,cs.HC,Generative AI,2306.03097v1
Autonomous GIS: the next-generation AI-powered GIS,Huan Ning,2023-05-29,http://arxiv.org/pdf/2305.06453v4,cs.AI,Generative AI,2305.06453v4
"Chakra: Advancing Performance Benchmarking and Co-design using
  Standardized Execution Traces",Tushar Krishna,2023-05-26,http://arxiv.org/pdf/2305.14516v2,cs.LG,Generative AI,2305.14516v2
Attention Paper: How Generative AI Reshapes Digital Shadow Industry?,Bingzhe Wu,2023-05-26,http://arxiv.org/pdf/2305.18346v1,cs.CY,Generative AI,2305.18346v1
"Surrogate Modeling of Car Drag Coefficient with Depth and Normal
  Renderings",Faez Ahmed,2023-05-26,http://arxiv.org/pdf/2306.06110v1,cs.LG,Generative AI,2306.06110v1
"Waiting, Banning, and Embracing: An Empirical Analysis of Adapting
  Policies for Generative AI in Higher Education",Weining Bao,2023-05-25,http://arxiv.org/pdf/2305.18617v1,cs.CY,Generative AI,2305.18617v1
ChatGPT for PLC/DCS Control Logic Generation,Virendra Ashiwal,2023-05-25,http://arxiv.org/pdf/2305.15809v1,cs.SE,Generative AI,2305.15809v1
"Transformative Effects of ChatGPT on Modern Education: Emerging Era of
  AI Chatbots",Rajkumar Buyya,2023-05-25,http://arxiv.org/pdf/2306.03823v1,cs.CY,Generative AI,2306.03823v1
Prompt Evolution for Generative AI: A Classifier-Guided Approach,Caishun Chen,2023-05-24,http://arxiv.org/pdf/2305.16347v1,cs.LG,Generative AI,2305.16347v1
Can Copyright be Reduced to Privacy?,Shay Moran,2023-05-24,http://arxiv.org/pdf/2305.14822v1,cs.LG,Generative AI,2305.14822v1
"Let's Think Frame by Frame: Evaluating Video Chain of Thought with Video
  Infilling and Prediction",William Yang Wang,2023-05-23,http://arxiv.org/pdf/2305.13903v1,cs.CL,Generative AI,2305.13903v1
Generative AI: Implications and Applications for Education,Nikoleta Polyxeni Kastania,2023-05-22,http://arxiv.org/pdf/2305.07605v3,cs.CY,Generative AI,2305.07605v3
"Adversarial Nibbler: A Data-Centric Challenge for Improving the Safety
  of Text-to-Image Models",Lora Aroyo,2023-05-22,http://arxiv.org/pdf/2305.14384v1,cs.LG,Generative AI,2305.14384v1
"AI's Regimes of Representation: A Community-centered Study of
  Text-to-Image Models in South Asia",Emily Denton,2023-05-19,http://arxiv.org/pdf/2305.11844v1,cs.CY,Generative AI,2305.11844v1
Inventing painting styles through natural inspiration,Jiahao Yao,2023-05-19,http://arxiv.org/pdf/2305.12015v1,cs.CV,Generative AI,2305.12015v1
Any-to-Any Generation via Composable Diffusion,Mohit Bansal,2023-05-19,http://arxiv.org/pdf/2305.11846v1,cs.CV,Generative AI,2305.11846v1
Constructing Dreams using Generative AI,Cynthia Breazeal,2023-05-19,http://arxiv.org/pdf/2305.12013v1,cs.HC,Generative AI,2305.12013v1
Interpretable Graph Networks Formulate Universal Algebra Conjectures,Pietro Barbiero,2023-05-17,http://arxiv.org/pdf/2307.11688v1,cs.LG,Generative AI,2307.11688v1
"Smiling Women Pitching Down: Auditing Representational and
  Presentational Gender Biases in Image Generative AI",Sijia Yang,2023-05-17,http://arxiv.org/pdf/2305.10566v1,cs.CV,Generative AI,2305.10566v1
"Exploring outlooks towards generative AI-based assistive technologies
  for people with Autism",Erin Brady,2023-05-16,http://arxiv.org/pdf/2305.09815v1,cs.HC,Generative AI,2305.09815v1
Dual Use Concerns of Generative AI and Large Language Models,Laurynas Adomaitis,2023-05-13,http://arxiv.org/pdf/2305.07882v1,cs.CY,Generative AI,2305.07882v1
Regulating ChatGPT and other Large Generative AI Models,Marco Mauer,2023-05-12,http://arxiv.org/pdf/2302.02337v8,cs.CY,Generative AI,2302.02337v8
"Leveraging Generative AI Models for Synthetic Data Generation in
  Healthcare: Balancing Research and Privacy",Shashank Kumar,2023-05-09,http://arxiv.org/pdf/2305.05247v1,cs.LG,Generative AI,2305.05247v1
"Exploring the Efficacy of ChatGPT in Analyzing Student Teamwork Feedback
  with an Existing Taxonomy",Matthew Ohland,2023-05-09,http://arxiv.org/pdf/2305.11882v1,cs.HC,Generative AI,2305.11882v1
"CHAI-DT: A Framework for Prompting Conversational Generative AI Agents
  to Actively Participate in Co-Creation",Brandon Harwood,2023-05-05,http://arxiv.org/pdf/2305.03852v1,cs.HC,Generative AI,2305.03852v1
"The AI generation gap: Are Gen Z students more interested in adopting
  generative AI such as ChatGPT in teaching and learning than their Gen X and
  Millennial Generation teachers?",Katherine K. W. Lee,2023-05-04,http://arxiv.org/pdf/2305.02878v1,cs.CY,Generative AI,2305.02878v1
"Optimizing Drug Design by Merging Generative AI With Active Learning
  Frameworks",Victor Guallar,2023-05-04,http://arxiv.org/pdf/2305.06334v1,q-bio.BM,Generative AI,2305.06334v1
Judgments of research co-created by generative AI: experimental evidence,Paul Conway,2023-05-03,http://arxiv.org/pdf/2305.11873v1,cs.HC,Generative AI,2305.11873v1
"Auditing and Generating Synthetic Data with Controllable Trust
  Trade-offs",Richard A. Young,2023-05-02,http://arxiv.org/pdf/2304.10819v2,cs.LG,Generative AI,2304.10819v2
"Deconstructing Student Perceptions of Generative AI (GenAI) through an
  Expectancy Value Theory (EVT)-based Instrument",Wenxin Zhou,2023-05-02,http://arxiv.org/pdf/2305.01186v1,cs.CY,Generative AI,2305.01186v1
"Joint Sensing, Communication, and AI: A Trifecta for Resilient THz User
  Experiences",H. Vincent Poor,2023-04-29,http://arxiv.org/pdf/2305.00135v1,cs.NI,Generative AI,2305.00135v1
"Students' Voices on Generative AI: Perceptions, Benefits, and Challenges
  in Higher Education",Wenjie Hu,2023-04-29,http://arxiv.org/pdf/2305.00290v1,cs.CY,Generative AI,2305.00290v1
"A Comprehensive AI Policy Education Framework for University Teaching
  and Learning",Cecilia Ka Yuk Chan,2023-04-29,http://arxiv.org/pdf/2305.00280v1,cs.CY,Generative AI,2305.00280v1
"A Portrait of Emotion: Empowering Self-Expression through AI-Generated
  Art",Sowon Hahn,2023-04-26,http://arxiv.org/pdf/2304.13324v1,cs.AI,Generative AI,2304.13324v1
Towards ethical multimodal systems,Irina Rish,2023-04-26,http://arxiv.org/pdf/2304.13765v1,cs.AI,Generative AI,2304.13765v1
SwiftTron: An Efficient Hardware Accelerator for Quantized Transformers,Muhammad Shafique,2023-04-25,http://arxiv.org/pdf/2304.03986v2,cs.LG,Generative AI,2304.03986v2
"Causal Semantic Communication for Digital Twins: A Generalizable
  Imitation Learning Approach",Yong Xiao,2023-04-25,http://arxiv.org/pdf/2304.12502v1,cs.LG,Generative AI,2304.12502v1
"AI, write an essay for me: A large-scale comparison of human-written
  versus ChatGPT-generated essays",Alexander Trautsch,2023-04-24,http://arxiv.org/pdf/2304.14276v1,cs.CL,Generative AI,2304.14276v1
"Improving Synthetically Generated Image Detection in Cross-Concept
  Settings",Symeon Papadopoulos,2023-04-24,http://arxiv.org/pdf/2304.12053v1,cs.CV,Generative AI,2304.12053v1
"""HOT"" ChatGPT: The promise of ChatGPT in detecting and discriminating
  hateful, offensive, and toxic comments on social media",Libby Hemphill,2023-04-20,http://arxiv.org/pdf/2304.10619v1,cs.CL,Generative AI,2304.10619v1
The Design Space of Generative Models,Michael Terry,2023-04-15,http://arxiv.org/pdf/2304.10547v1,cs.AI,Generative AI,2304.10547v1
ChatGPT is all you need to decolonize sub-Saharan Vocational Education,Vassiliki Tassopoulou,2023-04-11,http://arxiv.org/pdf/2304.13728v1,cs.LG,Generative AI,2304.13728v1
"Modeling and design of heterogeneous hierarchical bioinspired spider web
  structures using generative deep learning and additive manufacturing",Markus J. Buehler,2023-04-11,http://arxiv.org/pdf/2304.05137v1,cs.LG,Generative AI,2304.05137v1
Coincidental Generation,Necdet Gürkan,2023-04-10,http://arxiv.org/pdf/2304.01108v2,cs.CV,Generative AI,2304.01108v2
EKILA: Synthetic Media Provenance and Attribution for Generative Art,John Collomosse,2023-04-10,http://arxiv.org/pdf/2304.04639v1,cs.CV,Generative AI,2304.04639v1
"ChatGPT: More than a Weapon of Mass Deception, Ethical challenges and
  responses from the Human-Centered Artificial Intelligence (HCAI) perspective",Eduardo C. Garrido-Merchán,2023-04-06,http://arxiv.org/pdf/2304.11215v1,cs.CY,Generative AI,2304.11215v1
"Scientists' Perspectives on the Potential for Generative AI in their
  Fields",Meredith Ringel Morris,2023-04-04,http://arxiv.org/pdf/2304.01420v1,cs.CY,Generative AI,2304.01420v1
"One Small Step for Generative AI, One Giant Leap for AGI: A Complete
  Survey on ChatGPT in AIGC Era",Choong Seon Hong,2023-04-04,http://arxiv.org/pdf/2304.06488v1,cs.CY,Generative AI,2304.06488v1
"A Survey on Audio Diffusion Models: Text To Speech Synthesis and
  Enhancement in Generative AI",In So Kweon,2023-04-02,http://arxiv.org/pdf/2303.13336v2,cs.SD,Generative AI,2303.13336v2
"Deep Generative Model and Its Applications in Efficient Wireless Network
  Management: A Tutorial and Case Study",Abbas Jamalipour,2023-03-30,http://arxiv.org/pdf/2303.17114v1,cs.NI,Generative AI,2303.17114v1
Can ChatGPT be used to generate scientific hypotheses?,Ju Li,2023-03-30,http://arxiv.org/pdf/2304.12208v1,cs.CL,Generative AI,2304.12208v1
"Evaluation of Sketch-Based and Semantic-Based Modalities for Mockup
  Generation",Luigi De Russis,2023-03-22,http://arxiv.org/pdf/2303.12709v1,cs.HC,Generative AI,2303.12709v1
"A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to
  GPT-5 All You Need?",Choong Seon Hong,2023-03-21,http://arxiv.org/pdf/2303.11717v1,cs.AI,Generative AI,2303.11717v1
"RePrompt: Automatic Prompt Editing to Refine AI-Generative Art Towards
  Precise Expressions",Brian Y. Lim,2023-03-20,http://arxiv.org/pdf/2302.09466v3,cs.HC,Generative AI,2302.09466v3
Training Deep Boltzmann Networks with Sparse Ising Machines,Kerem Y. Camsari,2023-03-19,http://arxiv.org/pdf/2303.10728v1,cs.ET,Generative AI,2303.10728v1
ODIN: On-demand Data Formulation to Mitigate Dataset Lock-in,Bumsoo Kang,2023-03-16,http://arxiv.org/pdf/2303.06832v2,cs.LG,Generative AI,2303.06832v2
A Prompt Log Analysis of Text-to-Image Generation Systems,Qiaozhu Mei,2023-03-16,http://arxiv.org/pdf/2303.04587v2,cs.HC,Generative AI,2303.04587v2
"Designing Participatory AI: Creative Professionals' Worries and
  Expectations about Generative AI",Steven Tanimoto,2023-03-15,http://arxiv.org/pdf/2303.08931v1,cs.HC,Generative AI,2303.08931v1
The Ecosystem Path to General AI,Victor Skoglund,2023-03-15,http://arxiv.org/pdf/2108.07578v2,cs.AI,Generative AI,2108.07578v2
"Copyright Protection and Accountability of Generative AI:Attack,
  Watermarking and Attribution",Minhui Xue,2023-03-15,http://arxiv.org/pdf/2303.09272v1,cs.LG,Generative AI,2303.09272v1
"Mapping the Design Space of Interactions in Human-AI Text Co-creation
  Tasks",Joel Chan,2023-03-14,http://arxiv.org/pdf/2303.06430v2,cs.AI,Generative AI,2303.06430v2
Fast and Slow Planning,Biplav Srivastava,2023-03-07,http://arxiv.org/pdf/2303.04283v1,cs.AI,Generative AI,2303.04283v1
"A Comprehensive Survey of AI-Generated Content (AIGC): A History of
  Generative AI from GAN to ChatGPT",Lichao Sun,2023-03-07,http://arxiv.org/pdf/2303.04226v1,cs.AI,Generative AI,2303.04226v1
Inclusive Artificial Intelligence,Benjamin Van Roy,2023-03-03,http://arxiv.org/pdf/2212.12633v2,cs.LG,Generative AI,2212.12633v2
BenchDirect: A Directed Language Model for Compiler Benchmarks,Hugh Leather,2023-03-02,http://arxiv.org/pdf/2303.01557v1,cs.LG,Generative AI,2303.01557v1
"How Generative AI models such as ChatGPT can be (Mis)Used in SPC
  Practice, Education, and Research? An Exploratory Study",L. Allison Jones-Farmer,2023-02-17,http://arxiv.org/pdf/2302.10916v1,cs.LG,Generative AI,2302.10916v1
"Generative AI-empowered Simulation for Autonomous Driving in Vehicular
  Mixed Reality Metaverses",Zhu Han,2023-02-16,http://arxiv.org/pdf/2302.08418v1,cs.AI,Generative AI,2302.08418v1
Will ChatGPT get you caught? Rethinking of Plagiarism Detection,Erkan Er,2023-02-08,http://arxiv.org/pdf/2302.04335v1,cs.AI,Generative AI,2302.04335v1
The Gradient of Generative AI Release: Methods and Considerations,Irene Solaiman,2023-02-05,http://arxiv.org/pdf/2302.04844v1,cs.CY,Generative AI,2302.04844v1
'Generative CI' through Collective Response Systems,Aviv Ovadya,2023-02-01,http://arxiv.org/pdf/2302.00672v1,cs.HC,Generative AI,2302.00672v1
Thermal Heating in ReRAM Crossbar Arrays: Challenges and Solutions,Ahmed Eltawil,2023-01-31,http://arxiv.org/pdf/2212.13707v2,cs.AR,Generative AI,2212.13707v2
"Solving the Discretised Neutron Diffusion Equations using Neural
  Networks",C. C. Pain,2023-01-24,http://arxiv.org/pdf/2301.09939v1,cs.CE,Generative AI,2301.09939v1
"Generative AI-empowered Effective Physical-Virtual Synchronization in
  the Vehicular Metaverse",Zhu Han,2023-01-19,http://arxiv.org/pdf/2301.07636v2,cs.AI,Generative AI,2301.07636v2
Toward General Design Principles for Generative AI Applications,Stephanie Houde,2023-01-13,http://arxiv.org/pdf/2301.05578v1,cs.HC,Generative AI,2301.05578v1
"ChatGPT is not all you need. A State of the Art Review of large
  Generative AI models",Eduardo C. Garrido-Merchan,2023-01-11,http://arxiv.org/pdf/2301.04655v1,cs.LG,Generative AI,2301.04655v1
"AI-Based Affective Music Generation Systems: A Review of Methods, and
  Challenges",Kat R. Agres,2023-01-10,http://arxiv.org/pdf/2301.06890v1,cs.HC,Generative AI,2301.06890v1
"Network Utility Maximization with Unknown Utility Functions: A
  Distributed, Data-Driven Bilevel Optimization Approach",Lei Ying,2023-01-06,http://arxiv.org/pdf/2301.01801v2,cs.LG,Generative AI,2301.01801v2
MAUVE Scores for Generative Models: Theory and Practice,Zaid Harchaoui,2022-12-30,http://arxiv.org/pdf/2212.14578v1,cs.LG,Generative AI,2212.14578v1
"Generative artificial intelligence-enabled dynamic detection of
  nicotine-related circuits",Shuqiang Wang,2022-12-13,http://arxiv.org/pdf/2212.06330v1,cs.AI,Generative AI,2212.06330v1
"Optical multi-task learning using multi-wavelength diffractive deep
  neural networks",Xing Lin,2022-11-30,http://arxiv.org/pdf/2212.00022v1,cs.LG,Generative AI,2212.00022v1
"Plug-and-Play Diffusion Features for Text-Driven Image-to-Image
  Translation",Tali Dekel,2022-11-22,http://arxiv.org/pdf/2211.12572v1,cs.CV,Generative AI,2211.12572v1
Can There be Art Without an Artist?,Genoveva Fossas,2022-11-19,http://arxiv.org/pdf/2209.07667v2,cs.AI,Generative AI,2209.07667v2
Measuring Progress on Scalable Oversight for Large Language Models,Jared Kaplan,2022-11-11,http://arxiv.org/pdf/2211.03540v2,cs.HC,Generative AI,2211.03540v2
Generative Personas That Behave and Experience Like Humans,Georgios N. Yannakakis,2022-08-26,http://arxiv.org/pdf/2209.00459v1,cs.AI,Generative AI,2209.00459v1
Cryogenic Neuromorphic Hardware,Ahmedullah Aziz,2022-08-24,http://arxiv.org/pdf/2204.07503v2,cs.ET,Generative AI,2204.07503v2
Towards Distributed Logic Programming based on Computability Logic,Keehang Kwon,2022-08-07,http://arxiv.org/pdf/1909.07036v3,cs.AI,Generative AI,1909.07036v3
Generalizing to New Tasks via One-Shot Compositional Subgoals,Simon Hadfield,2022-07-25,http://arxiv.org/pdf/2205.07716v2,cs.LG,Generative AI,2205.07716v2
"Exploration of Artificial Intelligence-oriented Power System Dynamic
  Simulators",Tirui He,2022-07-06,http://arxiv.org/pdf/2110.00931v4,eess.SY,Generative AI,2110.00931v4
Team Learning as a Lens for Designing Human-AI Co-Creative Systems,Nikolas Martelaro,2022-07-06,http://arxiv.org/pdf/2207.02996v1,cs.HC,Generative AI,2207.02996v1
"Towards artificial general intelligence via a multimodal foundation
  model",Ji-Rong Wen,2022-06-08,http://arxiv.org/pdf/2110.14378v2,cs.AI,Generative AI,2110.14378v2
"Deep Reinforcement Learning for Cybersecurity Threat Detection and
  Protection: A Review",Hemant Rathore,2022-06-06,http://arxiv.org/pdf/2206.02733v1,cs.CR,Generative AI,2206.02733v1
"EdgeML: Towards Network-Accelerated Federated Learning over Wireless
  Edge",Pu Wang,2022-05-31,http://arxiv.org/pdf/2111.09410v4,cs.NI,Generative AI,2111.09410v4
"Application of Federated Learning in Building a Robust COVID-19 Chest
  X-ray Classification Model",Viraj Kulkarni,2022-04-22,http://arxiv.org/pdf/2204.10505v1,cs.LG,Generative AI,2204.10505v1
"Facilitating automated conversion of scientific knowledge into
  scientific simulation models with the Machine Assisted Generation,
  Calibration, and Comparison (MAGCC) Framework",Gary An,2022-04-21,http://arxiv.org/pdf/2204.10382v1,cs.AI,Generative AI,2204.10382v1
"Unraveling the Hidden Environmental Impacts of AI Solutions for
  Environment",Jacques Combaz,2022-04-21,http://arxiv.org/pdf/2110.11822v2,cs.AI,Generative AI,2110.11822v2
"Multiply-and-Fire (MNF): An Event-driven Sparse Neural Network
  Accelerator",Trevor E. Carlson,2022-04-20,http://arxiv.org/pdf/2204.09797v1,cs.AR,Generative AI,2204.09797v1
Algebraic Learning: Towards Interpretable Information Modeling,Tong Owen Yang,2022-03-13,http://arxiv.org/pdf/2203.06690v1,cs.LG,Generative AI,2203.06690v1
SoK: On the Semantic AI Security in Autonomous Driving,Qi Alfred Chen,2022-03-10,http://arxiv.org/pdf/2203.05314v1,cs.CR,Generative AI,2203.05314v1
"Proceedings of the Artificial Intelligence for Cyber Security (AICS)
  Workshop at AAAI 2022",Allan Wollaber,2022-03-01,http://arxiv.org/pdf/2202.14010v2,cs.CR,Generative AI,2202.14010v2
Composing Complex and Hybrid AI Solutions,Martin Welss,2022-02-25,http://arxiv.org/pdf/2202.12566v1,cs.AI,Generative AI,2202.12566v1
"Investigating Explainability of Generative AI for Code through
  Scenario-based Design",Justin D. Weisz,2022-02-10,http://arxiv.org/pdf/2202.04903v1,cs.HC,Generative AI,2202.04903v1
"AI-based Carcinoma Detection and Classification Using Histopathological
  Images: A Systematic Review",Xuequan Lu,2022-01-18,http://arxiv.org/pdf/2201.07231v1,eess.IV,Generative AI,2201.07231v1
Introducing Variational Autoencoders to High School Students,Cynthia Breazeal,2022-01-06,http://arxiv.org/pdf/2111.07036v2,cs.CY,Generative AI,2111.07036v2
"A Brief Summary of Interactions Between Meta-Learning and
  Self-Supervised Learning",Huimin Peng,2021-11-16,http://arxiv.org/pdf/2103.00845v2,cs.LG,Generative AI,2103.00845v2
Telling Creative Stories Using Generative Visual Aids,Devi Parikh,2021-10-27,http://arxiv.org/pdf/2110.14810v1,cs.HC,Generative AI,2110.14810v1
"A Picture is Worth a Thousand Words: A Unified System for Diverse
  Captions and Rich Images Generation",Yutong Lu,2021-10-19,http://arxiv.org/pdf/2110.09756v1,cs.CV,Generative AI,2110.09756v1
User-Oriented Smart General AI System under Causal Inference,Huimin Peng,2021-09-06,http://arxiv.org/pdf/2103.14561v2,cs.LG,Generative AI,2103.14561v2
"Federated Learning for Privacy-Preserving Open Innovation Future on
  Digital Health",Jing Jiang,2021-08-24,http://arxiv.org/pdf/2108.10761v1,cs.DC,Generative AI,2108.10761v1
"Differential Music: Automated Music Generation Using LSTM Networks with
  Representation Based on Melodic and Harmonic Intervals",Hooman Rafraf,2021-08-23,http://arxiv.org/pdf/2108.10449v1,cs.SD,Generative AI,2108.10449v1
Data science and AI in FinTech: An overview,Philip S. Yu,2021-07-20,http://arxiv.org/pdf/2007.12681v2,q-fin.GN,Generative AI,2007.12681v2
"AI in Finance: Challenges, Techniques and Opportunities",Longbing Cao,2021-07-20,http://arxiv.org/pdf/2107.09051v1,q-fin.CP,Generative AI,2107.09051v1
"How to Reach Real-Time AI on Consumer Devices? Solutions for
  Programmable and Custom Architectures",Iakovos S. Venieris,2021-06-21,http://arxiv.org/pdf/2106.15021v1,cs.LG,Generative AI,2106.15021v1
Monte Carlo Scene Search for 3D Scene Understanding,Vincent Lepetit,2021-05-05,http://arxiv.org/pdf/2103.07969v3,cs.CV,Generative AI,2103.07969v3
Understanding and Avoiding AI Failures: A Practical Guide,Roman V. Yampolskiy,2021-04-28,http://arxiv.org/pdf/2104.12582v3,cs.CY,Generative AI,2104.12582v3
"A framework for fostering transparency in shared artificial intelligence
  models by increasing visibility of contributions",Geeth de Mel,2021-03-05,http://arxiv.org/pdf/2103.03610v1,cs.AI,Generative AI,2103.03610v1
Software Architecture for Next-Generation AI Planning Systems,Ilche Georgievski,2021-02-22,http://arxiv.org/pdf/2102.10985v1,cs.AI,Generative AI,2102.10985v1
"On the Philosophical, Cognitive and Mathematical Foundations of
  Symbiotic Autonomous Systems (SAS)",Shushma Patel,2021-02-11,http://arxiv.org/pdf/2102.07617v1,cs.AI,Generative AI,2102.07617v1
A Brief Survey of Associations Between Meta-Learning and General AI,Huimin Peng,2021-01-12,http://arxiv.org/pdf/2101.04283v1,cs.AI,Generative AI,2101.04283v1
"Modeling Social Interaction for Baby in Simulated Environment for
  Developmental Robotics",Deokgun Park,2020-12-29,http://arxiv.org/pdf/2012.14842v1,cs.AI,Generative AI,2012.14842v1
Computability-logic web: an alternative to deep learning,Keehang Kwon,2020-11-20,http://arxiv.org/pdf/2101.09222v1,cs.AI,Generative AI,2101.09222v1
Artificial Intelligence Decision Support for Medical Triage,Henri Saenz,2020-11-09,http://arxiv.org/pdf/2011.04548v1,cs.AI,Generative AI,2011.04548v1
Deriving Commonsense Inference Tasks from Interactive Fictions,Murray Campbell,2020-10-19,http://arxiv.org/pdf/2010.09788v1,cs.AI,Generative AI,2010.09788v1
The Convergence of AI code and Cortical Functioning -- a Commentary,David Mumford,2020-10-18,http://arxiv.org/pdf/2010.09101v1,cs.AI,Generative AI,2010.09101v1
"Designing AI Learning Experiences for K-12: Emerging Works, Future
  Opportunities and a Design Framework",Phoebe Lin,2020-09-22,http://arxiv.org/pdf/2009.10228v1,cs.CY,Generative AI,2009.10228v1
Measuring the Complexity of Domains Used to Evaluate AI Systems,Lawrence Holder,2020-09-18,http://arxiv.org/pdf/2010.01985v1,cs.AI,Generative AI,2010.01985v1
"Solving Hard AI Planning Instances Using Curriculum-Driven Deep
  Reinforcement Learning",Bart Selman,2020-06-04,http://arxiv.org/pdf/2006.02689v1,cs.AI,Generative AI,2006.02689v1
"Empathic AI Painter: A Computational Creativity System with Embodied
  Conversational Interaction",Steve DiPaola,2020-05-28,http://arxiv.org/pdf/2005.14223v1,cs.AI,Generative AI,2005.14223v1
AI in society and culture: decision making and values,Asta Zelenkauskaite,2020-04-29,http://arxiv.org/pdf/2005.02777v1,cs.OH,Generative AI,2005.02777v1
"AI-GAs: AI-generating algorithms, an alternate paradigm for producing
  general artificial intelligence",Jeff Clune,2020-02-01,http://arxiv.org/pdf/1905.10985v2,cs.AI,Generative AI,1905.10985v2
The Windfall Clause: Distributing the Benefits of AI for the Common Good,Allan Dafoe,2020-01-24,http://arxiv.org/pdf/1912.11595v2,cs.CY,Generative AI,1912.11595v2
On the Measure of Intelligence,François Chollet,2019-11-25,http://arxiv.org/pdf/1911.01547v2,cs.AI,Generative AI,1911.01547v2
Emergence of Writing Systems Through Multi-Agent Cooperation,Joydip Dhar,2019-10-02,http://arxiv.org/pdf/1910.00741v1,cs.MA,Generative AI,1910.00741v1
Autonomous Wireless Systems with Artificial Intelligence,Haris Gacanin,2019-05-21,http://arxiv.org/pdf/1806.10518v2,cs.NI,Generative AI,1806.10518v2
"The Gap of Semantic Parsing: A Survey on Automatic Math Word Problem
  Solvers",Heng Tao Shen,2019-04-29,http://arxiv.org/pdf/1808.07290v2,cs.CL,Generative AI,1808.07290v2
Perceiving Physical Equation by Observing Visual Scenarios,Alexander Hauptmann,2018-11-29,http://arxiv.org/pdf/1811.12238v1,cs.AI,Generative AI,1811.12238v1
"Emergence of Language with Multi-agent Games: Learning to Communicate
  with Sequences of Symbols",Ivan Titov,2017-11-04,http://arxiv.org/pdf/1705.11192v2,cs.LG,Generative AI,1705.11192v2
"Tweeting AI: Perceptions of AI-Tweeters (AIT) vs Expert AI-Tweeters
  (EAIT)",Subbarao Kambhampati,2017-09-28,http://arxiv.org/pdf/1704.08389v2,cs.AI,Generative AI,1704.08389v2
Tweeting AI: Perceptions of Lay vs Expert Twitterati,Subbarao Kambhampati,2017-09-25,http://arxiv.org/pdf/1709.09534v1,cs.AI,Generative AI,1709.09534v1
"Multiagent Bidirectionally-Coordinated Nets: Emergence of Human-level
  Coordination in Learning to Play StarCraft Combat Games",Jun Wang,2017-09-14,http://arxiv.org/pdf/1703.10069v4,cs.AI,Generative AI,1703.10069v4
General AI Challenge - Round One: Gradual Learning,Michal Vlasak,2017-08-17,http://arxiv.org/pdf/1708.05346v1,cs.AI,Generative AI,1708.05346v1
Learning like humans with Deep Symbolic Networks,Didier Sornette,2017-07-13,http://arxiv.org/pdf/1707.03377v2,cs.AI,Generative AI,1707.03377v2
CommAI: Evaluating the first steps towards a useful general AI,Tomas Mikolov,2017-03-27,http://arxiv.org/pdf/1701.08954v2,cs.LG,Generative AI,1701.08954v2
"Artificial Intelligence Safety and Cybersecurity: a Timeline of AI
  Failures",M. S. Spellchecker,2016-10-25,http://arxiv.org/pdf/1610.07997v1,cs.AI,Generative AI,1610.07997v1
"Quality of Geographic Information: Ontological approach and Artificial
  Intelligence Tools",Nic Wilson,2014-01-26,http://arxiv.org/pdf/1401.6679v1,cs.AI,Generative AI,1401.6679v1
Intelligent decision: towards interpreting the Pe Algorithm,Xinchun Tian,2011-08-23,http://arxiv.org/pdf/1106.1853v3,cs.AI,Generative AI,1106.1853v3
New Millennium AI and the Convergence of History,Juergen Schmidhuber,2006-06-29,http://arxiv.org/pdf/cs/0606081v3,cs.AI,Generative AI,0606081v3
"QUIK: Towards End-to-End 4-Bit Inference on Generative Large Language
  Models",Dan Alistarh,2023-11-02,http://arxiv.org/pdf/2310.09259v2,cs.LG,GPT,2310.09259v2
GPT-4V(ision) as a Generalist Evaluator for Vision-Language Tasks,Linda Ruth Petzold,2023-11-02,http://arxiv.org/pdf/2311.01361v1,cs.CV,GPT,2311.01361v1
"Learning Unsupervised World Models for Autonomous Driving via Discrete
  Diffusion",Raquel Urtasun,2023-11-02,http://arxiv.org/pdf/2311.01017v1,cs.CV,GPT,2311.01017v1
Is GPT Powerful Enough to Analyze the Emotions of Memes?,Feng Luo,2023-11-01,http://arxiv.org/pdf/2311.00223v1,cs.CL,GPT,2311.00223v1
The Development of LLMs for Embodied Navigation,Shibiao Xu,2023-11-01,http://arxiv.org/pdf/2311.00530v1,cs.AI,GPT,2311.00530v1
Code Soliloquies for Accurate Calculations in Large Language Models,Richard G. Baraniuk,2023-10-31,http://arxiv.org/pdf/2309.12161v2,cs.CL,GPT,2309.12161v2
"Compact Binary Systems Waveform Generation with Generative Pre-trained
  Transformer",Zhixiang Ren,2023-10-31,http://arxiv.org/pdf/2310.20172v1,gr-qc,GPT,2310.20172v1
"A Comprehensive Study of GPT-4V's Multimodal Capabilities in Medical
  Imaging",Luping Zhou,2023-10-31,http://arxiv.org/pdf/2310.20381v1,cs.CV,GPT,2310.20381v1
Large-scale Multi-Modal Pre-trained Models: A Comprehensive Survey,Wen Gao,2023-10-31,http://arxiv.org/pdf/2302.10035v2,cs.CV,GPT,2302.10035v2
